system:index,ST_B10_max,ST_B10_mean,ST_B10_min,date,.geo
2021_01_22,-9999,-9999,-9999,22-01-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_23,306.34000000000003,304.192357142857,302.1,23-01-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_24,301.96,299.96454804213977,295.26,24-01-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_25,305.78000000000003,303.45410958904114,300.0,25-01-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_26,307.32,304.01892405330483,301.96,26-01-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_27,303.74,302.4188042940153,299.68,27-01-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_28,306.90000000000003,303.63700517219655,301.52,28-01-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_29,-9999,-9999,-9999,29-01-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_30,306.52,304.3237345921111,302.32,30-01-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_01_31,304.02,302.372657511796,301.22,31-01-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_01,307.22,305.0420714285714,302.78000000000003,01-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_02,305.24,302.97580882352935,301.86,02-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_03,301.86,299.63145458268986,295.8,03-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_04,306.6,304.03451917930425,301.56,04-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_05,302.68,301.45704249805016,299.24,05-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_06,308.2,305.13848750301383,302.18,06-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_07,304.3,303.3716883116883,302.86,07-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_08,307.02,304.7202836879431,301.7,08-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_09,304.62,302.5018055555554,301.24,09-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_10,308.06,305.50544352034694,303.24,10-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_11,304.68,302.6897707042179,300.96,11-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_12,305.5,302.4105913888821,297.6,12-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_13,308.06,305.6560544217686,302.88,13-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_14,-9999,-9999,-9999,14-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_15,310.76,307.71290780141857,305.32,15-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_16,305.94,303.4632775919731,302.04,16-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_17,307.68,304.37382822580645,299.82,17-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_18,304.76,302.64715463029444,299.8,18-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_19,-9999,-9999,-9999,19-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_20,303.28000000000003,300.78263670582015,298.32,20-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_21,-9999,-9999,-9999,21-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_22,307.44,301.83524176310493,294.52,22-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_23,304.8,303.89127026321046,302.52,23-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_24,310.48,307.46370547765054,304.38,24-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_25,308.44,306.2455438477224,304.54,25-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_26,311.22,309.2369400181016,307.40000000000003,26-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_27,308.26,304.990106761566,302.22,27-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_28,309.3,307.73437956204384,306.42,28-02-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_01,312.8,309.8788153310108,307.32,01-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_02,-9999,-9999,-9999,02-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_03,312.76,310.1823487544482,307.8,03-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_04,308.62,306.5825242718448,305.56,04-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_05,313.90000000000003,311.0827403751788,308.32,05-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_06,312.7,309.5626022523534,307.78000000000003,06-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_07,311.78000000000003,310.00866615388657,308.3,07-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_08,313.68,310.5831067961163,308.12,08-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_09,308.1,306.72942798086274,304.84000000000003,09-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_10,313.8,310.9994265232974,307.5,10-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_11,307.6,307.6,307.6,11-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_12,316.6,313.09732394366205,310.22,12-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_13,311.66,308.8281379310345,307.54,13-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_14,313.12,310.7433494448435,308.96,14-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_15,313.12,310.0611764705884,308.08,15-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_16,310.74,309.02764505119444,307.6,16-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_17,305.18,302.0782366116882,300.3,17-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_18,-9999,-9999,-9999,18-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_19,314.66,311.9668965517242,308.58,19-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_20,308.1,304.87353378739607,300.40000000000003,20-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_21,315.06,312.5125088339225,309.14,21-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_22,312.8,309.90282773775414,308.28000000000003,22-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_23,313.44,311.8469930069927,309.90000000000003,23-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_24,314.16,307.49688413349577,299.7,24-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_25,310.56,306.93158180313486,301.82,25-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_26,315.68,312.24312548134725,309.38,26-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_27,-9999,-9999,-9999,27-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_28,-9999,-9999,-9999,28-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_29,-9999,-9999,-9999,29-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_30,305.3,303.0209848447006,300.68,30-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_31,314.46,311.2992198581557,309.18,31-03-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_01,310.88,309.17277978339354,307.58,01-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_02,317.48,314.2348166299787,311.2,02-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_03,-9999,-9999,-9999,03-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_04,315.58,312.89284574396135,310.26,04-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_05,308.98,305.8457656565657,304.04,05-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_06,312.68,310.5273529411763,308.7,06-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_07,312.66,310.2057249070632,308.68,07-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_08,310.34000000000003,306.28551169604884,300.2,08-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_09,312.04,308.6285607627228,303.26,09-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_10,306.42,305.1250157857953,304.0,10-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_11,316.46,310.4478832772169,299.96,11-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_12,-9999,-9999,-9999,12-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_13,-9999,-9999,-9999,13-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_14,-9999,-9999,-9999,14-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_15,-9999,-9999,-9999,15-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_16,311.32,303.9543513518484,297.40000000000003,16-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_17,306.84000000000003,304.65247574172434,300.7,17-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_18,315.04,309.3653965955352,299.68,18-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_19,-9999,-9999,-9999,19-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_20,315.16,309.3618588503925,303.94,20-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_21,306.42,304.5419847392603,302.66,21-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_22,311.94,308.38376553269507,304.92,22-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_23,308.82,305.49703850145806,300.62,23-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_24,307.04,303.8636935541948,297.58,24-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_25,308.90000000000003,304.4188058241118,296.74,25-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_26,303.88,301.77075319491433,298.8,26-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_27,312.16,306.4435739029256,298.44,27-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_28,-9999,-9999,-9999,28-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_29,314.6,311.61728069452454,309.02,29-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_30,-9999,-9999,-9999,30-04-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_01,308.62,305.0153689367748,300.04,01-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_02,308.64,304.1082960586181,295.74,02-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_03,-9999,-9999,-9999,03-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_04,309.56,305.663046875,301.64,04-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_05,-9999,-9999,-9999,05-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_06,313.90000000000003,308.5447452692868,305.42,06-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_07,-9999,-9999,-9999,07-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_08,-9999,-9999,-9999,08-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_09,310.74,306.4851499503977,301.94,09-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_10,-9999,-9999,-9999,10-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_11,-9999,-9999,-9999,11-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_12,-9999,-9999,-9999,12-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_13,306.90000000000003,305.52820446735393,302.8,13-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_14,-9999,-9999,-9999,14-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_15,-9999,-9999,-9999,15-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_16,-9999,-9999,-9999,16-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_17,311.3,308.91895384058034,305.7,17-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_18,309.72,307.8271915990882,304.72,18-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_19,308.52,305.708200804973,302.66,19-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_20,-9999,-9999,-9999,20-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_21,-9999,-9999,-9999,21-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_22,308.58,304.41685234470293,297.06,22-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_23,-9999,-9999,-9999,23-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_24,308.0,304.9250294704935,297.78000000000003,24-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_25,-9999,-9999,-9999,25-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_26,301.78000000000003,300.882354268522,299.7,26-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_27,308.22,304.36838176619585,297.74,27-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_28,303.08,300.6641211783636,296.74,28-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_29,312.44,309.53386356874296,304.0,29-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_30,-9999,-9999,-9999,30-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_31,311.7,309.01094010715144,305.26,31-05-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_01,305.22,303.407659574468,300.94,01-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_02,310.92,307.3947241947148,304.1,02-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_03,-9999,-9999,-9999,03-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_04,-9999,-9999,-9999,04-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_05,-9999,-9999,-9999,05-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_06,-9999,-9999,-9999,06-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_07,311.40000000000003,308.6757799885837,304.86,07-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_08,308.54,302.28249122520646,298.26,08-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_09,304.7,303.04215653115057,299.26,09-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_10,-9999,-9999,-9999,10-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_11,-9999,-9999,-9999,11-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_12,304.02,300.8240000000001,297.52,12-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_13,-9999,-9999,-9999,13-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_14,-9999,-9999,-9999,14-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_15,-9999,-9999,-9999,15-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_16,-9999,-9999,-9999,16-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_17,-9999,-9999,-9999,17-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_18,-9999,-9999,-9999,18-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_19,-9999,-9999,-9999,19-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_20,-9999,-9999,-9999,20-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_21,307.42,303.4037954498591,296.44,21-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_22,-9999,-9999,-9999,22-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_23,308.36,303.88312672057305,298.24,23-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_24,-9999,-9999,-9999,24-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_25,305.68,302.57704616516463,299.18,25-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_26,-9999,-9999,-9999,26-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_27,-9999,-9999,-9999,27-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_28,-9999,-9999,-9999,28-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_29,-9999,-9999,-9999,29-06-2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
