time,latitude,longitude,precip
2021-01-01,12.974998,77.57501,0.0
2021-01-02,12.974998,77.57501,0.0
2021-01-03,12.974998,77.57501,0.0
2021-01-04,12.974998,77.57501,0.0
2021-01-05,12.974998,77.57501,4.2597623
2021-01-06,12.974998,77.57501,0.0
2021-01-07,12.974998,77.57501,0.0
2021-01-08,12.974998,77.57501,0.0
2021-01-09,12.974998,77.57501,0.0
2021-01-10,12.974998,77.57501,0.0
2021-01-11,12.974998,77.57501,0.0
2021-01-12,12.974998,77.57501,0.6537151
2021-01-13,12.974998,77.57501,0.0
2021-01-14,12.974998,77.57501,0.0
2021-01-15,12.974998,77.57501,0.6537151
2021-01-16,12.974998,77.57501,0.0
2021-01-17,12.974998,77.57501,0.0
2021-01-18,12.974998,77.57501,0.0
2021-01-19,12.974998,77.57501,0.0
2021-01-20,12.974998,77.57501,0.0
2021-01-21,12.974998,77.57501,0.0
2021-01-22,12.974998,77.57501,0.0
2021-01-23,12.974998,77.57501,0.0
2021-01-24,12.974998,77.57501,0.0
2021-01-25,12.974998,77.57501,0.0
2021-01-26,12.974998,77.57501,0.0
2021-01-27,12.974998,77.57501,0.0
2021-01-28,12.974998,77.57501,0.0
2021-01-29,12.974998,77.57501,0.0
2021-01-30,12.974998,77.57501,0.0
2021-01-31,12.974998,77.57501,0.0
2021-02-01,12.974998,77.57501,0.0
2021-02-02,12.974998,77.57501,0.0
2021-02-03,12.974998,77.57501,0.0
2021-02-04,12.974998,77.57501,0.0
2021-02-05,12.974998,77.57501,0.0
2021-02-06,12.974998,77.57501,0.0
2021-02-07,12.974998,77.57501,0.0
2021-02-08,12.974998,77.57501,0.0
2021-02-09,12.974998,77.57501,0.0
2021-02-10,12.974998,77.57501,0.0
2021-02-11,12.974998,77.57501,0.0
2021-02-12,12.974998,77.57501,0.0
2021-02-13,12.974998,77.57501,0.0
2021-02-14,12.974998,77.57501,0.0
2021-02-15,12.974998,77.57501,3.1793118
2021-02-16,12.974998,77.57501,0.0
2021-02-17,12.974998,77.57501,0.0
2021-02-18,12.974998,77.57501,0.0
2021-02-19,12.974998,77.57501,0.0
2021-02-20,12.974998,77.57501,0.0
2021-02-21,12.974998,77.57501,3.4597774
