time,latitude,longitude,precip
2019-01-01,12.974998,77.57501,0.0
2019-01-02,12.974998,77.57501,0.0
2019-01-03,12.974998,77.57501,0.0
2019-01-04,12.974998,77.57501,0.0
2019-01-05,12.974998,77.57501,0.0
2019-01-06,12.974998,77.57501,0.0
2019-01-07,12.974998,77.57501,0.0
2019-01-08,12.974998,77.57501,0.0
2019-01-09,12.974998,77.57501,0.0
2019-01-10,12.974998,77.57501,0.0
2019-01-11,12.974998,77.57501,0.0
2019-01-12,12.974998,77.57501,0.0
2019-01-13,12.974998,77.57501,0.0
2019-01-14,12.974998,77.57501,0.0
2019-01-15,12.974998,77.57501,0.0
2019-01-16,12.974998,77.57501,0.0
2019-01-17,12.974998,77.57501,0.0
2019-01-18,12.974998,77.57501,0.0
2019-01-19,12.974998,77.57501,0.0
2019-01-20,12.974998,77.57501,0.0
2019-01-21,12.974998,77.57501,0.0
2019-01-22,12.974998,77.57501,0.0
2019-01-23,12.974998,77.57501,0.0
2019-01-24,12.974998,77.57501,0.0
2019-01-25,12.974998,77.57501,0.0
2019-01-26,12.974998,77.57501,0.0
2019-01-27,12.974998,77.57501,0.0
2019-01-28,12.974998,77.57501,0.0
2019-01-29,12.974998,77.57501,0.0
2019-01-30,12.974998,77.57501,0.0
2019-01-31,12.974998,77.57501,0.0
2019-02-01,12.974998,77.57501,0.0
2019-02-02,12.974998,77.57501,0.0
2019-02-03,12.974998,77.57501,0.0
2019-02-04,12.974998,77.57501,0.0
2019-02-05,12.974998,77.57501,0.0
2019-02-06,12.974998,77.57501,0.0
2019-02-07,12.974998,77.57501,0.0
2019-02-08,12.974998,77.57501,0.0
2019-02-09,12.974998,77.57501,0.0
2019-02-10,12.974998,77.57501,0.0
2019-02-11,12.974998,77.57501,0.0
2019-02-12,12.974998,77.57501,0.0
2019-02-13,12.974998,77.57501,0.0
2019-02-14,12.974998,77.57501,0.0
2019-02-15,12.974998,77.57501,4.3099174
2019-02-16,12.974998,77.57501,0.0
2019-02-17,12.974998,77.57501,0.0
2019-02-18,12.974998,77.57501,0.0
2019-02-19,12.974998,77.57501,0.0
2019-02-20,12.974998,77.57501,0.0
2019-02-21,12.974998,77.57501,0.0
2019-02-22,12.974998,77.57501,3.7551296
2019-02-23,12.974998,77.57501,0.0
2019-02-24,12.974998,77.57501,0.0
2019-02-25,12.974998,77.57501,0.0
2019-02-26,12.974998,77.57501,0.0
2019-02-27,12.974998,77.57501,0.0
2019-02-28,12.974998,77.57501,0.0
2019-03-01,12.974998,77.57501,0.0
2019-03-02,12.974998,77.57501,0.0
2019-03-03,12.974998,77.57501,0.0
2019-03-04,12.974998,77.57501,0.0
2019-03-05,12.974998,77.57501,0.0
2019-03-06,12.974998,77.57501,0.0
2019-03-07,12.974998,77.57501,0.0
2019-03-08,12.974998,77.57501,0.0
2019-03-09,12.974998,77.57501,0.0
2019-03-10,12.974998,77.57501,0.0
2019-03-11,12.974998,77.57501,0.0
2019-03-12,12.974998,77.57501,0.0
2019-03-13,12.974998,77.57501,0.0
2019-03-14,12.974998,77.57501,0.0
2019-03-15,12.974998,77.57501,0.0
2019-03-16,12.974998,77.57501,0.0
2019-03-17,12.974998,77.57501,0.0
2019-03-18,12.974998,77.57501,0.0
2019-03-19,12.974998,77.57501,0.0
2019-03-20,12.974998,77.57501,0.0
2019-03-21,12.974998,77.57501,0.0
2019-03-22,12.974998,77.57501,0.0
2019-03-23,12.974998,77.57501,0.0
2019-03-24,12.974998,77.57501,0.0
2019-03-25,12.974998,77.57501,0.0
2019-03-26,12.974998,77.57501,0.0
2019-03-27,12.974998,77.57501,0.0
2019-03-28,12.974998,77.57501,0.0
2019-03-29,12.974998,77.57501,0.0
2019-03-30,12.974998,77.57501,0.0
2019-03-31,12.974998,77.57501,0.0
2019-04-01,12.974998,77.57501,0.0
2019-04-02,12.974998,77.57501,0.0
2019-04-03,12.974998,77.57501,0.0
2019-04-04,12.974998,77.57501,0.0
2019-04-05,12.974998,77.57501,0.0
2019-04-06,12.974998,77.57501,0.0
2019-04-07,12.974998,77.57501,0.0
2019-04-08,12.974998,77.57501,2.2182133
2019-04-09,12.974998,77.57501,6.65464
2019-04-10,12.974998,77.57501,0.0
2019-04-11,12.974998,77.57501,0.0
2019-04-12,12.974998,77.57501,0.0
2019-04-13,12.974998,77.57501,0.0
2019-04-14,12.974998,77.57501,0.0
2019-04-15,12.974998,77.57501,0.0
2019-04-16,12.974998,77.57501,0.0
2019-04-17,12.974998,77.57501,0.0
2019-04-18,12.974998,77.57501,4.0545325
2019-04-19,12.974998,77.57501,4.0545325
2019-04-20,12.974998,77.57501,0.0
2019-04-21,12.974998,77.57501,0.03094415
2019-04-22,12.974998,77.57501,0.6188108
2019-04-23,12.974998,77.57501,0.016039371
2019-04-24,12.974998,77.57501,4.305573e-05
2019-04-25,12.974998,77.57501,1.0463245e-06
2019-04-26,12.974998,77.57501,0.0
2019-04-27,12.974998,77.57501,4.6390533
2019-04-28,12.974998,77.57501,18.556213
2019-04-29,12.974998,77.57501,0.0
2019-04-30,12.974998,77.57501,13.917159
2019-05-01,12.974998,77.57501,11.117429
2019-05-02,12.974998,77.57501,0.0
2019-05-03,12.974998,77.57501,0.0
2019-05-04,12.974998,77.57501,0.0
2019-05-05,12.974998,77.57501,0.0
2019-05-06,12.974998,77.57501,0.0
2019-05-07,12.974998,77.57501,14.954203
2019-05-08,12.974998,77.57501,0.0
2019-05-09,12.974998,77.57501,0.0
2019-05-10,12.974998,77.57501,0.0
2019-05-11,12.974998,77.57501,2.9811192
2019-05-12,12.974998,77.57501,2.9811192
2019-05-13,12.974998,77.57501,5.9622383
2019-05-14,12.974998,77.57501,0.0
2019-05-15,12.974998,77.57501,8.943357
2019-05-16,12.974998,77.57501,2.9562762
2019-05-17,12.974998,77.57501,8.868829
2019-05-18,12.974998,77.57501,0.0
2019-05-19,12.974998,77.57501,2.9562762
2019-05-20,12.974998,77.57501,0.0
2019-05-21,12.974998,77.57501,0.0
2019-05-22,12.974998,77.57501,4.6128664
2019-05-23,12.974998,77.57501,2.3064332
2019-05-24,12.974998,77.57501,6.9192996
2019-05-25,12.974998,77.57501,4.6128664
2019-05-26,12.974998,77.57501,9.697651
2019-05-27,12.974998,77.57501,0.0
2019-05-28,12.974998,77.57501,9.697651
2019-05-29,12.974998,77.57501,9.697651
2019-05-30,12.974998,77.57501,14.546477
2019-05-31,12.974998,77.57501,14.546477
2019-06-01,12.974998,77.57501,5.840242
2019-06-02,12.974998,77.57501,11.680484
2019-06-03,12.974998,77.57501,2.920121
2019-06-04,12.974998,77.57501,5.840242
2019-06-05,12.974998,77.57501,5.840242
2019-06-06,12.974998,77.57501,0.0
2019-06-07,12.974998,77.57501,19.177721
2019-06-08,12.974998,77.57501,0.0
2019-06-09,12.974998,77.57501,0.0
2019-06-10,12.974998,77.57501,0.0
2019-06-11,12.974998,77.57501,2.1721225
2019-06-12,12.974998,77.57501,0.56955904
2019-06-13,12.974998,77.57501,0.79494035
2019-06-14,12.974998,77.57501,0.09580272
2019-06-15,12.974998,77.57501,0.18798213
2019-06-16,12.974998,77.57501,0.0
2019-06-17,12.974998,77.57501,0.0
2019-06-18,12.974998,77.57501,0.0
2019-06-19,12.974998,77.57501,0.0
2019-06-20,12.974998,77.57501,0.0
2019-06-21,12.974998,77.57501,8.312319
2019-06-22,12.974998,77.57501,4.1561594
2019-06-23,12.974998,77.57501,0.0
2019-06-24,12.974998,77.57501,4.1561594
2019-06-25,12.974998,77.57501,4.1561594
2019-06-26,12.974998,77.57501,2.4118848
2019-06-27,12.974998,77.57501,0.0
2019-06-28,12.974998,77.57501,0.0
2019-06-29,12.974998,77.57501,2.4118848
2019-06-30,12.974998,77.57501,0.0
